Ticker,Date,V,P,AV,R,DRSD,YR,Y,pr_0,pr_1,pr_2,Y_pred,Y_mom,Y_rev,Y_rand3,Y_rand2
C,2017-08-24,778.8400,67.4000,1096.4400,0.0061,0.0107,0.0547,2,0.0592,0.2457,0.6951,2,2,0,0,0
CA,2017-08-24,76.0800,32.4200,99.4645,0.0506,0.0110,0.0080,0,0.1443,0.2340,0.6217,2,2,0,1,2
CAG,2017-08-24,168.3200,33.0200,117.5145,-0.0325,0.0105,-0.0024,0,0.0163,0.0433,0.9405,2,1,1,0,2
CAH,2017-08-24,148.2800,65.6500,168.4795,-0.1370,0.0200,0.0084,1,0.2860,0.4631,0.2509,1,0,2,0,0
CAT,2017-08-24,212.6700,114.1000,333.4940,0.0036,0.0070,0.0841,2,0.2169,0.3838,0.3992,2,1,1,1,0
CB,2017-08-24,216.7000,142.0500,183.6050,-0.0015,0.0080,-0.0012,0,0.3202,0.4734,0.2064,1,1,1,1,0
CCI,2017-08-24,211.8100,105.7800,266.9585,0.0654,0.0067,-0.0490,0,0.2568,0.0881,0.6551,2,2,0,0,0
CCL,2017-08-24,114.3600,68.1800,196.2985,0.0338,0.0077,-0.0565,0,0.2359,0.6665,0.0976,1,2,0,0,0
CDNS,2017-08-24,49.5700,37.1800,57.1800,0.0054,0.0095,0.0457,1,0.3651,0.5479,0.0869,1,2,0,2,2
CELG,2017-08-24,312.2400,130.0500,428.1735,-0.0559,0.0149,0.1064,2,0.0331,0.1341,0.8328,2,0,2,0,0
CERN,2017-08-24,91.4400,65.0500,100.0015,0.0241,0.0098,0.0704,2,0.4312,0.1305,0.4383,2,2,0,2,0
CHD,2017-08-24,47.2800,49.6000,72.1965,-0.0745,0.0091,-0.0200,0,0.0133,0.3366,0.6500,2,0,2,1,2
CHK,2017-08-24,122.2400,3.8600,147.1225,-0.2372,0.0207,0.0933,2,0.0963,0.0063,0.8974,2,0,2,2,0
CHRW,2017-08-24,68.0500,66.4600,104.2550,0.0215,0.0102,0.1004,2,0.3779,0.1131,0.5089,2,2,0,1,2
CI,2017-08-24,222.4500,179.7700,205.8630,0.0447,0.0106,0.0165,1,0.1195,0.8122,0.0684,1,2,0,1,2
CINF,2017-08-24,28.9200,75.9300,39.9675,0.0169,0.0122,-0.0007,0,0.1593,0.6525,0.1882,1,2,0,2,0
CL,2017-08-24,260.0700,70.3900,189.4830,-0.0298,0.0044,0.0058,0,0.0063,0.1039,0.8899,2,1,1,0,0
CLX,2017-08-24,81.9800,136.0800,82.7195,0.0209,0.0078,-0.0522,0,0.1865,0.4903,0.3232,1,2,0,0,2
CMA,2017-08-24,61.8400,70.0600,92.6480,-0.0227,0.0121,0.0480,1,0.4882,0.0877,0.4241,0,1,1,0,0
CMCSA,2017-08-24,551.7900,39.9800,710.7620,0.0202,0.0124,-0.0510,0,0.0195,0.8823,0.0982,1,2,0,2,2
CMI,2017-08-24,162.8700,151.8000,250.4080,-0.0779,0.0162,0.1066,2,0.4855,0.4203,0.0942,0,0,2,1,0
CMS,2017-08-24,55.8700,48.0100,80.5040,0.0383,0.0054,-0.0387,0,0.1472,0.4087,0.4441,2,2,0,0,0
CNC,2017-08-24,54.1500,86.0000,97.7765,0.0595,0.0141,0.0723,2,0.0973,0.0386,0.8641,2,2,0,1,0
CNP,2017-08-24,61.2800,29.3700,83.7765,0.0634,0.0058,-0.0146,0,0.3157,0.1285,0.5558,2,2,0,0,2
COF,2017-08-24,73.4000,81.4300,157.1775,-0.0352,0.0097,0.0063,0,0.2624,0.1199,0.6177,2,1,1,1,0
COG,2017-08-24,97.5300,24.9400,120.5200,-0.0056,0.0130,0.0638,2,0.0254,0.0414,0.9332,2,1,1,0,2
COL,2017-08-24,550.4000,129.2800,416.0160,0.1890,0.0294,0.0093,1,0.0780,0.7497,0.1723,1,2,0,1,0
COO,2017-08-24,38.5300,245.6600,79.8265,-0.0040,0.0065,-0.0240,0,0.0505,0.2751,0.6743,2,1,1,0,2
COP,2017-08-24,188.5500,43.0700,303.3290,-0.0304,0.0123,0.1335,2,0.0990,0.0775,0.8234,2,1,1,0,2
COST,2017-08-24,1542.8700,151.3300,546.9975,-0.0019,0.0171,0.0658,2,0.1314,0.8189,0.0497,1,1,1,1,0
CPB,2017-08-24,135.3300,52.0800,70.4565,-0.0112,0.0081,-0.1400,0,0.0228,0.9518,0.0254,1,1,1,2,2
CSCO,2017-08-24,683.1400,30.9700,673.0895,-0.0105,0.0142,0.0681,2,0.3204,0.2576,0.4220,2,1,1,2,0
CSX,2017-08-24,245.7600,48.1900,333.7230,-0.0323,0.0153,0.1019,2,0.1417,0.6482,0.2101,1,1,1,2,2
CTAS,2017-08-24,69.4900,131.7300,72.4490,-0.0193,0.0094,0.0259,1,0.6194,0.0968,0.2837,0,1,1,2,0
CTL,2017-08-24,155.3300,19.5300,240.5805,-0.1498,0.0281,-0.0507,0,0.2773,0.0760,0.6467,2,0,2,0,0
CTSH,2017-08-24,97.5800,69.6800,254.3360,0.0036,0.0126,0.0320,1,0.0166,0.5316,0.4518,1,1,1,2,2
CTXS,2017-08-24,64.1700,75.3500,111.2705,-0.0551,0.0126,0.0117,1,0.0284,0.6142,0.3575,1,0,2,2,2
CVS,2017-08-24,714.7000,74.9000,372.0710,-0.0446,0.0097,0.0562,2,0.1444,0.1577,0.6979,2,0,2,2,0
CVX,2017-08-24,536.0400,107.4400,560.4010,0.0228,0.0081,0.0917,2,0.0801,0.1382,0.7817,2,2,0,1,0
D,2017-08-24,162.0000,78.7000,143.8490,0.0302,0.0036,-0.0211,0,0.0078,0.1155,0.8767,2,2,0,1,2
DE,2017-08-24,315.3300,114.8800,342.5720,-0.1012,0.0163,0.0720,2,0.0321,0.5192,0.4488,1,0,2,1,0
DGX,2017-08-24,54.2300,106.0600,75.7240,-0.0222,0.0066,-0.0419,0,0.2533,0.4653,0.2814,1,1,1,2,0
DHI,2017-08-24,111.0500,35.3800,107.3680,-0.0164,0.0086,0.0430,1,0.0127,0.2453,0.7419,2,1,1,2,0
DHR,2017-08-24,166.1000,81.6800,207.5955,0.0080,0.0081,0.0607,2,0.2472,0.4497,0.3031,1,2,0,0,0
DIS,2017-08-24,705.8600,101.5200,872.7515,-0.0771,0.0121,-0.0288,0,0.0464,0.8581,0.0955,1,0,2,2,2
DISH,2017-08-24,94.4700,57.3100,110.4465,-0.1028,0.0153,-0.0707,0,0.5517,0.0702,0.3780,0,0,2,0,0
DLTR,2017-08-24,1051.4200,78.5000,235.9390,0.0867,0.0164,0.0780,2,0.3269,0.3310,0.3421,2,2,0,0,0
DOV,2017-08-24,50.9700,83.7300,80.9135,0.0041,0.0092,0.1039,2,0.0238,0.8719,0.1044,1,1,1,2,0
DRE,2017-08-24,54.2100,29.1300,65.1365,0.0272,0.0109,-0.0076,0,0.0124,0.4864,0.5012,2,2,0,2,0
DRI,2017-08-24,87.0800,81.7400,130.9145,-0.0250,0.0129,0.0061,0,0.5056,0.0703,0.4241,0,1,1,2,2
DTE,2017-08-24,51.5900,110.9200,75.5315,0.0409,0.0057,-0.0229,0,0.0260,0.2688,0.7051,2,2,0,1,2
DUK,2017-08-24,171.4800,86.7700,189.9240,0.0308,0.0046,-0.0290,0,0.0469,0.0720,0.8812,2,2,0,0,2
DVA,2017-08-24,71.6800,56.9400,91.2455,-0.1224,0.0209,0.0097,1,0.1821,0.6252,0.1927,1,0,2,1,0
DVN,2017-08-24,118.6500,31.0700,138.6345,-0.0700,0.0174,0.1516,2,0.1855,0.2223,0.5922,2,0,2,1,0
EA,2017-08-24,153.5600,117.8200,254.6865,0.0019,0.0118,0.0058,0,0.0864,0.2843,0.6293,2,1,1,0,2
EBAY,2017-08-24,196.6700,34.8800,234.6055,-0.0357,0.0104,0.0978,2,0.8123,0.1119,0.0758,0,1,1,2,0
ECL,2017-08-24,91.0600,129.9600,103.8660,-0.0113,0.0080,0.0105,1,0.1238,0.6384,0.2378,1,1,1,0,0
ED,2017-08-24,70.9300,84.2300,128.8900,0.0321,0.0052,-0.0313,0,0.0505,0.2458,0.7036,2,2,0,1,0
EFX,2017-08-24,30.9300,140.3800,69.1925,-0.0134,0.0093,-0.2517,0,0.0583,0.1972,0.7445,2,1,1,2,0
EIX,2017-08-24,92.4000,79.6400,134.3515,0.0123,0.0063,-0.0239,0,0.1441,0.3752,0.4807,2,2,0,1,0
EL,2017-08-24,263.3700,105.6700,322.2260,0.0651,0.0220,0.0181,1,0.3693,0.4986,0.1321,1,2,0,1,0
EMN,2017-08-24,68.4700,84.3100,83.7720,-0.0024,0.0104,0.0257,1,0.0890,0.1633,0.7477,2,1,1,1,2
EMR,2017-08-24,87.8200,58.0200,154.7570,-0.0237,0.0090,0.0934,2,0.0483,0.5118,0.4399,1,1,1,1,0
EOG,2017-08-24,169.2900,84.4700,300.3790,-0.1184,0.0136,0.1174,2,0.3428,0.3225,0.3348,0,0,2,1,0
EQIX,2017-08-24,220.4600,463.5300,187.1330,0.0513,0.0109,-0.0472,0,0.3791,0.3759,0.2450,0,2,0,2,0
EQR,2017-08-24,100.5800,67.4500,97.4010,0.0069,0.0054,-0.0233,0,0.0223,0.3291,0.6486,2,2,0,0,0
EQT,2017-08-24,66.8400,61.2500,170.4755,-0.0853,0.0134,0.0487,1,0.0198,0.1198,0.8604,2,0,2,2,2
ES,2017-08-24,87.5600,62.4900,84.8620,0.0372,0.0059,-0.0285,0,0.0722,0.0791,0.8487,2,2,0,0,0
ESRX,2017-08-24,143.1500,60.5100,173.2120,-0.0292,0.0099,0.0294,1,0.3060,0.0785,0.6156,2,1,1,2,0
ESS,2017-08-24,102.9500,264.5800,95.6435,0.0090,0.0079,-0.0428,0,0.3049,0.4844,0.2107,1,2,0,1,0
ETFC,2017-08-24,116.4700,40.9400,79.8450,0.0054,0.0096,0.0215,1,0.2831,0.4432,0.2737,1,2,0,0,2
ETN,2017-08-24,175.0400,70.1100,236.2215,-0.0928,0.0141,0.1055,2,0.4064,0.2390,0.3546,0,0,2,0,0
ETR,2017-08-24,70.1300,78.9900,84.3790,0.0490,0.0077,-0.0284,0,0.0655,0.3952,0.5394,2,2,0,2,2
EW,2017-08-24,142.6800,112.7500,137.4505,-0.0310,0.0092,-0.0187,0,0.4299,0.1397,0.4304,2,1,1,1,0
EXC,2017-08-24,225.2600,38.3400,162.6170,0.0181,0.0067,-0.0318,0,0.1589,0.6832,0.1580,1,2,0,2,2
EXPD,2017-08-24,31.3200,54.9500,62.5090,-0.0629,0.0150,0.0590,2,0.1113,0.7767,0.1120,1,0,2,0,2
F,2017-08-24,356.4800,10.5800,353.4685,-0.0417,0.0085,0.1059,2,0.0671,0.8325,0.1004,1,0,2,1,2
FAST,2017-08-24,86.4900,40.8700,108.6805,-0.0605,0.0174,0.0754,2,0.0022,0.4311,0.5667,2,0,2,2,2
FCX,2017-08-24,351.9400,15.4900,272.5210,0.0683,0.0223,-0.0923,0,0.1258,0.8731,0.0011,1,2,0,2,0
FDX,2017-08-24,119.7000,206.1800,208.8505,-0.0042,0.0089,0.0670,2,0.0347,0.0094,0.9559,2,1,1,2,0
FE,2017-08-24,90.0600,31.9600,126.8260,0.0569,0.0089,-0.0544,0,0.1170,0.1371,0.7459,2,2,0,0,2
FFIV,2017-08-24,65.2200,117.5200,84.5315,-0.0126,0.0107,0.0188,1,0.1959,0.0576,0.7466,2,1,1,1,0
FIS,2017-08-24,107.7800,90.9600,141.2870,0.0022,0.0079,0.0230,1,0.0956,0.4578,0.4466,1,1,1,2,0
FISV,2017-08-24,51.0200,121.5100,100.0545,-0.0430,0.0136,0.0388,1,0.0283,0.7014,0.2703,1,0,2,0,0
FITB,2017-08-24,98.5600,26.7000,141.1945,0.0273,0.0127,0.0169,1,0.1938,0.3808,0.4254,2,2,0,1,2
FL,2017-08-24,266.0100,34.4300,279.6875,-0.2642,0.0698,-0.0337,0,0.3591,0.5233,0.1175,1,0,2,2,2
FLIR,2017-08-24,37.2500,37.5000,31.6795,0.0111,0.0102,0.0456,1,0.0475,0.6855,0.2670,1,2,0,2,2
FLR,2017-08-24,55.4900,37.2400,93.9180,-0.1774,0.0210,0.0991,2,0.4247,0.4866,0.0887,1,0,2,1,0
FLS,2017-08-24,27.3000,37.8600,72.2085,-0.1796,0.0271,0.1260,2,0.4359,0.4497,0.1144,1,0,2,0,0
FMC,2017-08-24,66.7500,83.9500,94.3900,0.0975,0.0210,0.0694,2,0.7099,0.1429,0.1471,0,2,0,2,2
FOX,2017-08-24,39.2000,26.4200,60.8165,-0.0893,0.0100,0.0004,0,0.7256,0.1648,0.1096,0,0,2,2,0
FOXA,2017-08-24,104.4900,26.9100,195.1495,-0.0856,0.0087,-0.0011,0,0.6459,0.1408,0.2133,0,0,2,0,2
FRT,2017-08-24,68.5000,125.8400,63.7990,-0.0605,0.0095,-0.0215,0,0.1161,0.4558,0.4281,1,0,2,1,0
FTI,2017-08-24,46.8400,25.0500,63.2985,-0.1229,0.0079,0.0659,2,0.0814,0.4052,0.5134,2,0,2,0,2
GD,2017-08-24,143.6100,198.6900,233.8860,0.0291,0.0093,0.0297,1,0.0653,0.7286,0.2061,1,2,0,1,0
GE,2017-08-24,617.5100,24.0600,730.9270,-0.0576,0.0069,0.0337,1,0.0386,0.5214,0.4400,1,0,2,1,0
GGP,2017-08-24,129.2600,20.5400,148.9405,-0.1381,0.0241,-0.0122,0,0.3643,0.0577,0.5780,2,0,2,1,2
GILD,2017-08-24,345.0200,73.5600,544.4790,-0.0125,0.0094,0.1320,2,0.1738,0.5310,0.2952,1,1,1,1,0
GIS,2017-08-24,256.0500,55.1500,210.1440,0.0033,0.0106,-0.0798,0,0.0877,0.1233,0.7890,2,1,1,2,2
GLW,2017-08-24,181.2400,28.2700,192.3930,-0.0315,0.0133,0.0577,2,0.8852,0.0738,0.0410,0,1,1,1,2
GPC,2017-08-24,54.7600,81.8300,67.5255,-0.0272,0.0126,0.0752,2,0.2765,0.3193,0.4042,2,1,1,0,0
GPN,2017-08-24,43.5900,94.2500,101.4435,-0.0038,0.0113,0.0167,1,0.0871,0.7233,0.1896,1,1,1,1,0
GPS,2017-08-24,149.6000,23.1300,145.2780,-0.0391,0.0185,0.2166,2,0.0669,0.5611,0.3720,1,1,1,1,0
GRMN,2017-08-24,67.6400,51.1800,59.8345,0.0057,0.0144,0.0240,1,0.5218,0.3845,0.0936,0,2,0,1,2
GS,2017-08-24,499.1500,222.2300,592.3560,0.0068,0.0118,0.0396,1,0.0745,0.1119,0.8135,2,2,0,0,2
GT,2017-08-24,56.8300,29.8200,137.9940,-0.1555,0.0203,0.0872,2,0.3759,0.0978,0.5264,2,0,2,1,2
GWW,2017-08-24,113.1000,158.3300,131.2310,-0.0472,0.0156,0.1155,2,0.1313,0.1550,0.7137,2,0,2,1,2
HAL,2017-08-24,284.3900,38.4400,304.9725,-0.0998,0.0088,0.1511,2,0.0577,0.7751,0.1672,1,0,2,0,0
HAS,2017-08-24,167.0600,94.4700,127.5695,-0.1039,0.0090,0.0114,1,0.3043,0.4983,0.1974,1,0,2,1,2
HBAN,2017-08-24,62.0000,12.6200,95.2670,-0.0322,0.0116,0.0610,2,0.0918,0.0199,0.8883,2,1,1,2,2
HCN,2017-08-24,107.5300,69.6200,104.7800,-0.0070,0.0100,-0.0063,0,0.0404,0.2693,0.6902,2,1,1,1,2
HCP,2017-08-24,91.2500,29.0100,108.8600,-0.0672,0.0146,-0.0521,0,0.5170,0.2808,0.2022,0,0,2,2,2
HD,2017-08-24,551.2800,147.3700,722.7800,0.0035,0.0108,0.0855,2,0.0589,0.8277,0.1134,1,1,1,2,0
HES,2017-08-24,77.0800,38.1300,152.8980,-0.1279,0.0176,0.1671,2,0.2067,0.7334,0.0599,1,0,2,0,0
HIG,2017-08-24,94.7600,54.4000,115.3075,0.0323,0.0108,0.0009,0,0.1473,0.5276,0.3251,1,2,0,1,0
HOG,2017-08-24,74.1500,46.8400,86.6780,-0.0609,0.0113,0.0299,1,0.4389,0.0657,0.4954,2,0,2,1,0
HOLX,2017-08-24,172.3300,37.5400,161.6950,-0.1553,0.0210,0.0008,0,0.4720,0.4019,0.1261,0,0,2,0,2
HON,2017-08-24,260.8800,136.5400,347.2300,0.0016,0.0081,0.0382,1,0.1807,0.6293,0.1899,1,1,1,0,2
HP,2017-08-24,83.2400,44.1900,100.3090,-0.1536,0.0150,0.1543,2,0.0446,0.3476,0.6078,2,0,2,1,0
HPQ,2017-08-24,530.5000,19.2800,197.3020,0.0105,0.0120,0.0342,1,0.2125,0.0648,0.7227,2,2,0,0,0
HRB,2017-08-24,59.8700,30.1700,67.0695,0.0010,0.0122,-0.1134,0,0.7153,0.0985,0.1862,0,1,1,2,2
HRL,2017-08-24,338.8300,31.9100,68.2225,-0.0653,0.0150,-0.0254,0,0.1425,0.5850,0.2725,1,0,2,1,2
HRS,2017-08-24,40.1700,118.2900,71.2585,0.0436,0.0067,0.1142,2,0.2436,0.4285,0.3279,1,2,0,1,0
HSIC,2017-08-24,120.0600,85.5300,101.2545,-0.0644,0.0166,-0.0693,0,0.4524,0.0833,0.4643,2,0,2,2,2
HST,2017-08-24,97.7900,17.4100,115.9990,-0.0579,0.0132,0.0414,1,0.0885,0.7737,0.1378,1,0,2,2,2
HSY,2017-08-24,242.4000,104.8900,105.4755,-0.0027,0.0069,0.0091,1,0.2936,0.5571,0.1493,1,1,1,2,2
HUM,2017-08-24,150.6200,251.4400,282.7460,0.0828,0.0150,-0.0507,0,0.2025,0.1769,0.6205,2,2,0,2,0
IBM,2017-08-24,511.7600,141.5300,494.4475,-0.0043,0.0057,0.0153,1,0.5544,0.2091,0.2365,0,1,1,0,2
IDXX,2017-08-24,61.3900,152.5700,99.2320,-0.0720,0.0209,0.0323,1,0.8619,0.1291,0.0090,0,0,2,1,2
IFF,2017-08-24,24.4000,134.5900,57.8030,0.0124,0.0126,0.0715,2,0.3482,0.2010,0.4509,2,2,0,0,2
ILMN,2017-08-24,115.0600,193.9600,205.0575,0.1126,0.0356,0.0384,1,0.3321,0.5888,0.0791,1,2,0,0,2
INCY,2017-08-24,83.7300,123.8200,123.0110,-0.0671,0.0221,-0.1047,0,0.1847,0.1108,0.7046,2,0,2,2,0
INTC,2017-08-24,468.4400,34.3100,859.5725,0.0065,0.0098,0.0711,2,0.0893,0.2361,0.6746,2,2,0,1,2
INTU,2017-08-24,258.4300,134.9600,165.1000,-0.0113,0.0113,0.0813,2,0.2465,0.6147,0.1388,1,1,1,1,0
IP,2017-08-24,87.8500,53.8900,121.1740,-0.0544,0.0164,0.0401,1,0.0671,0.6042,0.3287,1,0,2,1,2
IPG,2017-08-24,229.9600,19.8100,107.0445,-0.0638,0.0194,0.0742,2,0.3852,0.2525,0.3622,0,0,2,0,0
IR,2017-08-24,126.9800,83.3300,129.7230,-0.0457,0.0111,0.0671,2,0.2350,0.2167,0.5483,2,0,2,0,2
IRM,2017-08-24,48.8100,38.0000,46.5595,0.1085,0.0141,0.0561,2,0.2894,0.4268,0.2838,1,2,0,1,2
ISRG,2017-08-24,223.0300,330.1900,302.7760,0.0630,0.0110,0.0413,1,0.4267,0.4666,0.1067,1,2,0,2,0
IT,2017-08-24,41.2600,118.7400,82.3675,-0.0740,0.0113,0.0458,1,0.2700,0.1510,0.5791,2,0,2,0,2
ITW,2017-08-24,99.8200,135.1500,168.1170,-0.0352,0.0107,0.0849,2,0.6599,0.2353,0.1048,0,1,1,1,2
IVZ,2017-08-24,73.9800,32.5800,84.1125,-0.0504,0.0119,0.0497,1,0.3399,0.2958,0.3643,2,0,2,2,2
JBHT,2017-08-24,74.3900,96.3500,85.2935,0.0656,0.0098,0.0952,2,0.2914,0.3224,0.3862,2,2,0,0,2
JCI,2017-08-24,206.3100,38.3500,258.1350,-0.0386,0.0130,0.0402,1,0.5427,0.1659,0.2915,0,1,1,0,2
JEC,2017-08-24,39.9800,51.2000,52.7440,-0.0299,0.0148,0.1209,2,0.2290,0.5145,0.2565,1,1,1,0,2
JNJ,2017-08-24,710.3300,131.2500,587.0125,0.0158,0.0061,-0.0050,0,0.0330,0.2730,0.6941,2,2,0,0,2
JNPR,2017-08-24,50.4700,27.3400,108.4925,-0.0134,0.0119,0.0238,1,0.2189,0.5187,0.2624,1,1,1,1,2
JPM,2017-08-24,776.4800,91.0000,1003.4780,-0.0002,0.0082,0.0362,1,0.0590,0.2575,0.6835,2,1,1,0,2
JWN,2017-08-24,76.4100,43.8200,97.6975,-0.0976,0.0167,0.0698,2,0.1143,0.2790,0.6067,2,0,2,1,2
K,2017-08-24,183.5900,67.3600,151.8110,0.0034,0.0134,-0.0594,0,0.0514,0.3318,0.6169,2,1,1,2,0
KEY,2017-08-24,153.2500,17.4400,208.9910,-0.0235,0.0116,0.0442,1,0.7655,0.0428,0.1917,0,1,1,2,2
KIM,2017-08-24,72.3500,19.3300,78.7080,-0.0675,0.0149,-0.0217,0,0.2775,0.3298,0.3927,2,0,2,2,2
KLAC,2017-08-24,82.5900,90.3000,108.2050,-0.0905,0.0229,0.1140,2,0.3936,0.3593,0.2471,0,0,2,1,0
KMB,2017-08-24,141.1400,120.0200,159.1700,-0.0259,0.0064,-0.0208,0,0.0405,0.7459,0.2136,1,1,1,0,2
KMX,2017-08-24,56.4800,63.7300,75.3650,-0.0414,0.0084,0.1641,2,0.1716,0.7690,0.0594,1,0,2,2,2
KO,2017-08-24,339.3700,45.0500,423.9455,-0.0153,0.0036,0.0098,1,0.0330,0.1833,0.7837,2,1,1,0,0
KR,2017-08-24,821.2400,21.1000,238.0950,-0.1142,0.0206,-0.0450,0,0.2149,0.6849,0.1002,1,0,2,0,0
KSS,2017-08-24,134.2800,37.5000,193.4275,-0.0741,0.0182,0.2147,2,0.0158,0.6035,0.3807,1,0,2,0,2
KSU,2017-08-24,108.2200,104.2200,118.0735,0.0302,0.0128,0.0338,1,0.2013,0.3578,0.4408,2,2,0,1,0
L,2017-08-24,33.9100,47.0900,38.2575,-0.0190,0.0064,0.0098,1,0.0639,0.7989,0.1373,1,1,1,2,2
LB,2017-08-24,150.2100,36.2500,220.6295,-0.1994,0.0263,0.0938,2,0.7583,0.0993,0.1424,0,0,2,0,2
LEG,2017-08-24,47.4100,44.8800,46.9795,-0.1265,0.0139,0.0419,1,0.2720,0.4083,0.3197,1,0,2,0,2
LEN,2017-08-24,45.6200,51.1500,65.9305,-0.0347,0.0104,-0.0178,0,0.0363,0.0699,0.8938,2,1,1,2,2
LH,2017-08-24,137.4200,154.4200,85.8110,-0.0355,0.0065,0.0042,0,0.1954,0.1827,0.6219,2,1,1,1,2
LLL,2017-08-24,48.0400,180.0700,99.9795,0.0272,0.0078,0.0511,1,0.1263,0.2643,0.6094,2,2,0,2,2
LLY,2017-08-24,328.6600,78.8600,269.3850,-0.0440,0.0100,0.0640,2,0.1667,0.1594,0.6739,2,0,2,2,2
LMT,2017-08-24,172.8900,300.8100,306.9065,0.0502,0.0078,0.0257,1,0.0667,0.0809,0.8524,2,2,0,0,0
LNC,2017-08-24,158.2100,67.7400,103.7960,-0.0601,0.0122,0.0717,2,0.1674,0.7445,0.0881,1,0,2,1,0
LNT,2017-08-24,38.1300,42.5500,42.6320,0.0522,0.0052,-0.0263,0,0.1466,0.1089,0.7445,2,2,0,2,2
LOW,2017-08-24,761.1800,72.2500,463.0900,-0.0569,0.0169,0.0774,2,0.0399,0.4701,0.4900,2,0,2,0,0
LRCX,2017-08-24,230.0700,157.9700,383.8920,-0.0361,0.0234,0.1157,2,0.4762,0.4676,0.0562,0,1,1,1,2
LUK,2017-08-24,30.3600,23.8900,35.0825,-0.0985,0.0104,0.0272,1,0.4086,0.0789,0.5125,2,0,2,0,0
LUV,2017-08-24,430.8400,50.7100,289.3300,-0.1015,0.0142,0.0832,2,0.6184,0.1073,0.2742,0,0,2,0,0
M,2017-08-24,254.7700,20.3400,227.5225,-0.1450,0.0281,0.0585,2,0.1152,0.6175,0.2673,1,0,2,2,0
MAA,2017-08-24,60.0400,106.6200,52.2900,0.0445,0.0073,-0.0029,0,0.1125,0.2949,0.5926,2,2,0,2,0
MAC,2017-08-24,58.2800,52.7500,98.0805,-0.1170,0.0237,-0.0123,0,0.3616,0.3176,0.3209,0,0,2,1,2
MAR,2017-08-24,130.4100,99.6900,245.1535,-0.0364,0.0148,0.0793,2,0.1128,0.8300,0.0572,1,1,1,2,2
MAS,2017-08-24,81.1000,36.3800,70.4530,-0.0474,0.0111,0.0443,1,0.4263,0.2426,0.3312,0,0,2,0,0
MAT,2017-08-24,105.5900,16.2400,149.8905,-0.2307,0.0195,-0.1059,0,0.0475,0.8288,0.1237,1,0,2,2,0
MCD,2017-08-24,257.0700,157.4800,482.8785,0.0093,0.0072,0.0091,1,0.1532,0.8061,0.0406,1,2,0,2,0
MCHP,2017-08-24,106.3000,82.3600,150.4670,0.0263,0.0149,0.0847,2,0.1615,0.2533,0.5852,2,2,0,2,0
MCK,2017-08-24,177.6000,146.5300,251.7955,-0.0963,0.0099,0.0510,1,0.0703,0.5171,0.4127,1,0,2,2,2
MCO,2017-08-24,56.6500,131.8600,117.3195,0.0053,0.0094,0.0441,1,0.4248,0.1191,0.4562,2,2,0,1,0
MDLZ,2017-08-24,664.4300,41.6500,303.7860,-0.0534,0.0105,-0.0437,0,0.1714,0.3221,0.5065,2,0,2,0,2
MDT,2017-08-24,575.0900,78.7700,397.2290,-0.0643,0.0088,0.0058,0,0.1848,0.2821,0.5331,2,0,2,0,2
MET,2017-08-24,233.2200,47.2500,296.8820,-0.1287,0.0256,0.0618,2,0.1347,0.5551,0.3102,1,0,2,2,0
MGM,2017-08-24,101.1900,31.4500,220.7900,-0.0550,0.0137,0.0296,1,0.5563,0.4038,0.0398,0,0,2,2,2
MHK,2017-08-24,81.1200,245.9000,112.6250,0.0317,0.0127,-0.0009,0,0.1079,0.7531,0.1390,1,2,0,0,0
MKC,2017-08-24,97.2200,94.3300,115.3790,-0.0050,0.0130,0.0135,1,0.1009,0.3466,0.5524,2,1,1,0,0
MLM,2017-08-24,124.4900,199.5700,152.7055,-0.1141,0.0189,-0.0044,0,0.2888,0.6508,0.0604,1,0,2,0,2
MMC,2017-08-24,66.6900,76.5400,116.9540,-0.0067,0.0075,0.0759,2,0.4836,0.2412,0.2753,0,1,1,0,0
MNST,2017-08-24,79.9900,54.9800,100.3825,0.0176,0.0099,0.0151,1,0.0484,0.1702,0.7813,2,2,0,0,0
MO,2017-08-24,331.3200,62.9300,730.6435,-0.1401,0.0227,-0.0070,0,0.0745,0.8502,0.0753,1,0,2,1,0
MON,2017-08-24,108.4600,116.1600,164.6610,-0.0069,0.0034,0.0264,1,0.0984,0.8204,0.0812,1,1,1,0,0
MOS,2017-08-24,47.9700,20.0400,99.0190,-0.1544,0.0179,0.0409,1,0.0753,0.8565,0.0682,1,0,2,0,0
MRK,2017-08-24,482.4400,62.2700,453.1980,-0.0153,0.0063,0.0459,1,0.1439,0.6071,0.2489,1,1,1,0,0
MRO,2017-08-24,85.0400,10.9900,182.5875,-0.0977,0.0217,0.1638,2,0.3248,0.2715,0.4036,2,0,2,2,2
MS,2017-08-24,304.6700,45.7700,360.8540,-0.0233,0.0129,0.0483,1,0.3108,0.5978,0.0913,1,1,1,1,2
MSFT,2017-08-24,1161.6000,72.3200,1408.7565,-0.0012,0.0086,0.0238,1,0.0675,0.3618,0.5707,2,1,1,1,0
MSI,2017-08-24,75.0900,86.0300,105.2875,-0.0618,0.0088,-0.0202,0,0.0338,0.1413,0.8249,2,0,2,1,0
MTB,2017-08-24,61.9700,152.0700,92.1335,-0.0389,0.0118,0.0115,1,0.1612,0.5501,0.2887,1,1,1,1,0
MTD,2017-08-24,53.3100,591.8300,85.6715,-0.0057,0.0112,0.0693,2,0.3733,0.2662,0.3606,0,1,1,2,0
