Ticker,Date,V,P,AV,R,DRSD,YR,Y,pr_0,pr_1,pr_2,Y_pred,Y_mom,Y_rev,Y_rand3,Y_rand2
GIS,2016-07-18,160.2600,69.2900,310.1740,0.1056,0.0139,-0.0172,0,0.2014,0.5346,0.2640,1,2,0,2,2
GLW,2016-07-18,93.7900,20.6900,133.3390,0.0540,0.0202,0.0793,2,0.0109,0.8891,0.1000,1,1,1,1,2
GPC,2016-07-18,92.4700,98.4100,71.7775,0.0523,0.0137,0.0053,1,0.0512,0.6103,0.3385,1,1,1,0,0
GPN,2016-07-18,52.4000,76.7100,96.5370,0.0375,0.0233,-0.0236,0,0.1834,0.7757,0.0408,1,1,1,1,0
GPS,2016-07-18,131.5800,22.7500,156.0885,0.1993,0.0185,0.0629,2,0.0636,0.7686,0.1678,1,2,0,1,0
GRMN,2016-07-18,35.6100,42.7800,35.4550,0.0795,0.0199,0.2235,2,0.1699,0.1733,0.6567,2,2,0,1,2
GS,2016-07-18,772.7000,160.6800,617.6130,0.1214,0.0236,0.0136,1,0.2055,0.7438,0.0507,1,2,0,0,2
GT,2016-07-18,57.1700,26.0100,91.9420,-0.0302,0.0244,0.1126,2,0.2410,0.6739,0.0851,1,0,2,1,2
GWW,2016-07-18,227.8400,221.9700,130.7275,0.0330,0.0150,0.0150,1,0.4152,0.2201,0.3647,0,1,1,1,2
HAL,2016-07-18,278.4900,44.5300,413.0055,0.0339,0.0255,-0.0254,0,0.1697,0.6181,0.2122,1,1,1,0,0
HAS,2016-07-18,633.7900,77.0200,146.8545,-0.0656,0.0213,0.0312,1,0.0307,0.3181,0.6512,2,0,2,1,2
HBAN,2016-07-18,58.7200,9.0100,112.6935,0.0000,0.0315,0.0411,2,0.0562,0.8793,0.0645,1,0,2,2,2
HCN,2016-07-18,83.8100,70.7300,160.7475,0.0395,0.0105,0.0187,1,0.1831,0.6662,0.1507,1,1,1,1,2
HCP,2016-07-18,104.6200,34.5900,135.7415,0.0620,0.0139,0.0726,2,0.0487,0.7803,0.1710,1,2,0,2,2
HD,2016-07-18,508.2200,132.5500,626.6440,0.0724,0.0107,0.0053,1,0.3471,0.3394,0.3135,0,2,0,2,0
HES,2016-07-18,161.4400,56.1200,225.2320,0.0112,0.0366,-0.0164,0,0.6074,0.3481,0.0445,0,0,2,0,0
HIG,2016-07-18,150.6700,42.7200,111.5430,-0.0058,0.0210,-0.0808,0,0.0703,0.2227,0.7069,2,0,2,1,0
HOG,2016-07-18,83.7800,47.1300,205.7550,0.0800,0.0563,0.1316,2,0.0320,0.7577,0.2104,1,2,0,1,0
HOLX,2016-07-18,53.0100,36.4400,95.4680,0.0778,0.0194,0.0703,2,0.2159,0.5689,0.2152,1,2,0,0,2
HON,2016-07-18,148.3700,115.8100,311.2275,0.0256,0.0135,-0.0173,0,0.3031,0.4323,0.2646,1,0,2,0,2
HP,2016-07-18,93.1100,64.1800,110.1070,0.0297,0.0277,-0.0717,0,0.2629,0.6852,0.0519,1,1,1,1,0
HPQ,2016-07-18,92.4000,13.4100,161.7890,0.0626,0.0296,0.0418,2,0.1402,0.7868,0.0730,1,2,0,0,0
HRB,2016-07-18,43.1800,22.8400,84.7565,0.0298,0.0150,0.0166,1,0.0176,0.1093,0.8731,2,1,1,2,2
HRL,2016-07-18,69.2700,35.6500,110.5090,0.0513,0.0132,0.0050,1,0.3084,0.3533,0.3383,1,1,1,1,2
HRS,2016-07-18,42.3300,82.9600,69.8045,0.0383,0.0161,0.0670,2,0.2548,0.6522,0.0930,1,1,1,1,0
HSIC,2016-07-18,40.6900,90.4600,70.4835,0.0464,0.0136,-0.0912,0,0.2560,0.6298,0.1142,1,1,1,2,2
HST,2016-07-18,137.1100,16.1200,166.9885,0.0536,0.0305,0.0639,2,0.1826,0.7054,0.1119,1,1,1,2,2
HSY,2016-07-18,82.7500,105.6100,316.6435,0.1263,0.0393,0.0223,1,0.2407,0.3499,0.4095,2,2,0,2,2
HUM,2016-07-18,295.8800,158.3200,478.9595,-0.1456,0.0299,0.1252,2,0.5970,0.1180,0.2851,0,0,2,2,0
IBM,2016-07-18,1073.6700,151.2000,587.8220,0.0518,0.0172,0.0214,1,0.0441,0.3943,0.5616,2,1,1,0,2
IDXX,2016-07-18,26.5500,93.7600,47.8655,0.0696,0.0152,0.1937,2,0.2032,0.1362,0.6605,2,2,0,1,2
IFF,2016-07-18,34.7100,129.0700,72.2840,0.0582,0.0140,0.0277,1,0.2604,0.3726,0.3670,1,1,1,0,2
ILMN,2016-07-18,106.4600,149.5700,189.0905,0.0914,0.0250,0.1591,2,0.0864,0.5054,0.4082,1,2,0,0,2
INCY,2016-07-18,56.7200,84.1300,83.1920,0.0910,0.0298,-0.0426,0,0.2313,0.6585,0.1102,1,2,0,2,0
INTC,2016-07-18,678.1200,33.3800,810.2160,0.1035,0.0169,0.0036,1,0.5073,0.4237,0.0691,0,2,0,1,2
INTU,2016-07-18,84.9800,113.6200,178.7450,0.0967,0.0148,-0.0167,0,0.5834,0.1766,0.2400,0,2,0,1,0
IP,2016-07-18,96.4800,43.4900,125.4875,0.0851,0.0212,0.0269,1,0.1377,0.7506,0.1117,1,2,0,1,2
IPG,2016-07-18,78.9900,23.0000,107.2875,0.0123,0.0194,-0.0170,0,0.3178,0.5692,0.1130,1,0,2,0,0
IR,2016-07-18,185.3000,65.4900,131.0955,0.0305,0.0227,0.0174,1,0.4533,0.4095,0.1373,0,1,1,0,2
IRM,2016-07-18,29.2800,36.8400,68.7225,0.0380,0.0126,-0.0660,0,0.0596,0.5906,0.3499,1,1,1,1,2
ISRG,2016-07-18,175.5100,223.5100,187.6335,0.0449,0.0125,0.0335,1,0.2121,0.7700,0.0180,1,1,1,2,0
IT,2016-07-18,32.5000,97.7700,49.9395,-0.0089,0.0155,-0.0455,0,0.3100,0.5163,0.1737,1,0,2,0,2
ITW,2016-07-18,101.7900,107.8800,169.8040,0.0473,0.0170,0.0780,2,0.2286,0.6200,0.1515,1,1,1,1,2
IVZ,2016-07-18,76.3800,26.2400,154.5480,-0.0019,0.0436,0.0812,2,0.1673,0.3908,0.4419,2,0,2,2,2
JBHT,2016-07-18,203.1100,80.0600,71.4275,0.0182,0.0181,0.0155,1,0.1046,0.7563,0.1391,1,0,2,0,2
JCI,2016-07-18,66.7100,41.7200,148.9680,0.0036,0.0192,0.0333,1,0.0082,0.7824,0.2094,1,0,2,0,2
JEC,2016-07-18,39.4300,52.0500,45.2355,0.0268,0.0227,0.0311,1,0.3407,0.0830,0.5762,2,0,2,0,2
JNJ,2016-07-18,812.0700,118.4200,924.0025,0.0663,0.0069,-0.0067,1,0.0617,0.7429,0.1954,1,2,0,0,2
JNPR,2016-07-18,42.2800,22.7200,65.5775,-0.0018,0.0252,0.0357,2,0.1335,0.2779,0.5886,2,0,2,1,2
JPM,2016-07-18,692.3100,62.1000,1231.2130,0.0350,0.0235,0.0275,1,0.1543,0.6908,0.1550,1,1,1,0,2
JWN,2016-07-18,81.7300,39.5600,119.1245,0.0971,0.0170,0.2882,2,0.0091,0.4771,0.5138,2,2,0,1,2
K,2016-07-18,280.9000,82.6000,265.2710,0.1152,0.0147,-0.0259,0,0.3247,0.3975,0.2778,1,2,0,2,0
KEY,2016-07-18,108.5700,11.3500,175.2545,0.0098,0.0296,0.0476,2,0.3222,0.5975,0.0802,1,0,2,2,2
KIM,2016-07-18,62.0900,29.4100,86.0620,0.0737,0.0089,-0.0248,0,0.0195,0.8769,0.1036,1,2,0,2,2
KLAC,2016-07-18,68.6400,73.4700,99.9030,0.0398,0.0119,-0.0784,0,0.2747,0.6716,0.0537,1,1,1,1,0
KMB,2016-07-18,149.3800,130.0700,204.3910,0.0205,0.0110,-0.0454,0,0.1015,0.8498,0.0487,1,0,2,0,2
KMX,2016-07-18,110.2500,55.4700,177.9550,0.1067,0.0264,0.0909,2,0.1342,0.7856,0.0802,1,2,0,2,2
KO,2016-07-18,363.1400,43.7700,531.4310,0.0189,0.0086,-0.0304,0,0.2493,0.5905,0.1602,1,0,2,0,0
KR,2016-07-18,311.2100,35.6100,344.0670,0.0328,0.0146,-0.0960,0,0.1500,0.7472,0.1029,1,1,1,0,0
KSS,2016-07-18,101.6400,36.2800,128.5920,0.0743,0.0185,0.1781,2,0.1035,0.5838,0.3127,1,2,0,0,2
KSU,2016-07-18,164.9100,93.9300,112.7950,0.0865,0.0195,0.0153,1,0.0323,0.8479,0.1198,1,2,0,1,0
L,2016-07-18,23.7600,40.9000,37.0615,0.0300,0.0167,0.0022,1,0.0600,0.6994,0.2406,1,1,1,2,2
LB,2016-07-18,119.0800,66.7300,142.0065,0.0312,0.0153,0.0557,2,0.5936,0.1901,0.2162,0,1,1,0,2
LEG,2016-07-18,21.2000,51.3300,32.9690,0.0619,0.0157,-0.0168,0,0.0728,0.5416,0.3857,1,2,0,0,2
LEN,2016-07-18,71.2800,48.6900,121.0605,0.0592,0.0166,-0.0325,0,0.0318,0.8613,0.1068,1,2,0,2,2
LH,2016-07-18,68.2800,136.4200,133.7225,0.0853,0.0121,0.0246,1,0.2344,0.5313,0.2344,1,2,0,1,2
LLL,2016-07-18,62.1400,145.7100,87.4045,0.0370,0.0121,0.0138,1,0.2546,0.3792,0.3662,1,1,1,2,2
LLY,2016-07-18,246.8600,77.4100,362.4310,0.0825,0.0111,0.0102,1,0.0364,0.8827,0.0808,1,2,0,2,2
LMT,2016-07-18,601.1800,248.0200,561.9630,0.0789,0.0053,0.0398,2,0.2061,0.6893,0.1047,1,2,0,0,0
LNC,2016-07-18,74.3600,42.2900,124.1945,0.0332,0.0437,0.0662,2,0.4524,0.4394,0.1081,0,1,1,1,0
LNT,2016-07-18,32.4700,37.7600,165.4295,0.0170,0.0120,-0.0085,1,0.0742,0.8533,0.0725,1,0,2,2,2
LOW,2016-07-18,305.3900,79.9400,372.5630,0.0491,0.0109,-0.0046,1,0.3125,0.2453,0.4422,2,1,1,0,0
LRCX,2016-07-18,161.6000,87.6000,209.5300,0.0776,0.0205,0.0159,1,0.0618,0.9102,0.0281,1,2,0,1,2
LUK,2016-07-18,11.8400,17.6700,34.1625,0.0530,0.0312,0.0549,2,0.0570,0.7269,0.2161,1,1,1,0,0
LUV,2016-07-18,207.5000,42.7100,299.8155,0.0865,0.0207,-0.1459,0,0.1099,0.8295,0.0606,1,2,0,0,0
M,2016-07-18,192.7400,33.0000,221.5850,0.0608,0.0169,0.1479,2,0.0100,0.5414,0.4486,1,2,0,2,0
MAA,2016-07-18,28.6200,100.6600,66.4630,0.0419,0.0098,-0.0760,0,0.4229,0.2869,0.2902,0,1,1,2,0
MAC,2016-07-18,64.7900,83.0400,77.4275,0.1073,0.0096,-0.0470,0,0.0511,0.8479,0.1010,1,2,0,1,2
MAR,2016-07-18,145.1300,68.9600,233.1615,0.0591,0.0250,0.0352,2,0.2515,0.6359,0.1126,1,2,0,2,2
MAS,2016-07-18,113.2400,33.4200,129.8910,0.1008,0.0178,0.0664,2,0.4240,0.4123,0.1637,0,2,0,0,0
MAT,2016-07-18,138.3900,30.5900,119.4015,0.0279,0.0249,0.0425,2,0.2267,0.2510,0.5223,2,0,2,2,0
MCD,2016-07-18,650.5400,119.5600,641.0315,0.0125,0.0102,-0.0427,0,0.6847,0.2990,0.0163,0,0,2,2,0
MCHP,2016-07-18,84.0200,52.4800,115.5585,0.0553,0.0202,0.1328,2,0.0968,0.7761,0.1271,1,1,1,2,0
MCK,2016-07-18,161.0600,195.8600,252.3105,0.1121,0.0166,-0.0080,1,0.2314,0.3809,0.3877,2,2,0,2,2
MCO,2016-07-18,56.8600,101.9600,124.1115,0.0752,0.0283,0.0107,1,0.5665,0.3364,0.0970,0,2,0,1,0
MDLZ,2016-07-18,223.2600,44.4000,439.3435,0.0354,0.0219,-0.0541,0,0.0745,0.5056,0.4199,1,1,1,0,2
MDT,2016-07-18,289.0100,85.8200,439.7620,0.0534,0.0112,-0.0033,1,0.1531,0.7891,0.0577,1,1,1,0,2
MET,2016-07-18,361.1100,41.0500,390.6475,0.0219,0.0378,-0.0570,0,0.0604,0.6948,0.2448,1,0,2,2,0
MGM,2016-07-18,127.8500,23.1400,154.1935,-0.0493,0.0231,0.0618,2,0.4146,0.3474,0.2380,0,0,2,2,2
MHK,2016-07-18,75.4900,199.7600,88.1485,0.0380,0.0220,0.0651,2,0.2701,0.4451,0.2848,1,1,1,0,0
MKC,2016-07-18,31.0800,102.4100,94.6015,0.0525,0.0117,-0.0353,0,0.1385,0.4009,0.4606,2,1,1,0,0
MLM,2016-07-18,99.3000,197.9800,140.1315,0.0943,0.0189,-0.0025,1,0.4721,0.0724,0.4555,0,2,0,0,2
MMC,2016-07-18,115.4000,64.8800,199.1910,0.0142,0.0158,0.0137,1,0.2642,0.6015,0.1344,1,0,2,0,0
MNST,2016-07-18,314.6000,51.8500,188.2095,-0.0027,0.0131,0.0378,2,0.4165,0.0419,0.5416,2,0,2,0,0
MO,2016-07-18,316.1100,66.1100,479.9225,0.0576,0.0071,-0.0421,0,0.2396,0.6938,0.0666,1,1,1,1,0
MON,2016-07-18,738.5600,103.9100,487.7845,-0.0213,0.0205,-0.0138,0,0.2191,0.6418,0.1391,1,0,2,0,0
MOS,2016-07-18,161.6500,28.0600,152.9880,0.0948,0.0305,-0.0289,0,0.3491,0.4934,0.1576,1,2,0,0,0
MRK,2016-07-18,516.6700,56.8900,554.5005,0.0561,0.0121,0.0728,2,0.0315,0.9160,0.0525,1,1,1,0,0
MRO,2016-07-18,221.8900,14.9200,315.0895,0.1539,0.0438,-0.0154,0,0.8890,0.1053,0.0056,0,2,0,2,2
MS,2016-07-18,393.4700,27.3200,445.8305,0.1146,0.0332,0.0586,2,0.0436,0.9127,0.0437,1,2,0,1,2
MSFT,2016-07-18,1696.1700,52.1100,1777.6560,0.0764,0.0156,0.0771,2,0.1593,0.7450,0.0956,1,2,0,1,0
MSI,2016-07-18,47.0200,65.7000,103.9280,0.0032,0.0165,0.1169,2,0.5471,0.2077,0.2451,0,0,2,1,0
MTB,2016-07-18,54.6900,115.6000,103.3795,0.0112,0.0239,-0.0035,1,0.1935,0.7412,0.0653,1,0,2,1,0
MTD,2016-07-18,45.7400,384.4700,60.6000,0.0396,0.0184,0.0491,2,0.5691,0.1453,0.2856,0,1,1,2,0
MU,2016-07-18,229.1900,13.3400,468.9870,0.0934,0.0475,0.1642,2,0.0256,0.8488,0.1256,1,2,0,0,0
MYL,2016-07-18,160.7100,45.5300,179.7175,0.0116,0.0201,0.0707,2,0.2917,0.6747,0.0336,1,0,2,2,2
NBL,2016-07-18,85.7500,36.2000,110.8935,-0.0003,0.0204,-0.0387,0,0.1447,0.6905,0.1648,1,0,2,2,2
NEE,2016-07-18,262.4700,123.7500,280.6370,0.0252,0.0120,-0.0229,0,0.2969,0.3297,0.3734,2,0,2,2,0
NEM,2016-07-18,182.0300,41.3400,321.8880,0.1678,0.0203,0.0789,2,0.4182,0.2003,0.3816,0,2,0,2,0
NFX,2016-07-18,78.1000,44.5600,147.3150,0.1101,0.0246,0.0539,2,0.7483,0.2207,0.0310,0,2,0,2,0
NI,2016-07-18,40.2000,25.0500,72.6455,0.0343,0.0094,-0.0543,0,0.1681,0.5610,0.2709,1,1,1,1,2
NKE,2016-07-18,374.0400,56.8100,654.1970,0.0749,0.0147,-0.0167,0,0.8090,0.1366,0.0544,0,2,0,0,0
NOC,2016-07-18,200.3800,216.6300,254.7815,0.0303,0.0070,-0.0045,1,0.1491,0.6764,0.1745,1,1,1,1,0
NOV,2016-07-18,92.7300,33.0400,134.8440,-0.0541,0.0343,0.0472,2,0.0769,0.4492,0.4739,2,0,2,0,2
NSC,2016-07-18,82.0700,88.6100,137.9065,0.0754,0.0205,-0.0229,0,0.6785,0.2425,0.0790,0,2,0,0,2
NTAP,2016-07-18,38.4700,24.9200,76.2735,0.0353,0.0286,0.1272,2,0.0332,0.5171,0.4497,1,1,1,0,2
NTRS,2016-07-18,52.8700,65.8700,98.3345,-0.0267,0.0283,0.0137,1,0.0777,0.5048,0.4175,1,0,2,0,0
NUE,2016-07-18,121.3700,55.0400,169.3775,0.1391,0.0248,-0.0936,0,0.4345,0.4397,0.1258,1,2,0,2,2
NVDA,2016-07-18,335.0300,52.6300,460.8130,0.1338,0.0202,0.1889,2,0.2851,0.4612,0.2537,1,2,0,0,2
NWL,2016-07-18,137.8500,47.3300,209.5085,-0.0013,0.0206,0.1361,2,0.2881,0.6129,0.0989,1,0,2,2,2
O,2016-07-18,71.5000,66.1600,128.0990,0.0946,0.0125,-0.0257,0,0.0850,0.5379,0.3771,1,2,0,1,0
OKE,2016-07-18,84.8000,44.1800,126.3320,0.0467,0.0163,-0.0061,1,0.0451,0.4667,0.4882,2,1,1,2,2
OMC,2016-07-18,86.6500,80.3100,154.9380,0.0207,0.0186,0.0270,1,0.2345,0.5193,0.2462,1,0,2,0,0
ORCL,2016-07-18,363.8900,40.8300,639.3020,0.0534,0.0152,-0.0061,1,0.1074,0.7933,0.0993,1,1,1,1,0
ORLY,2016-07-18,156.4900,274.2800,179.1900,0.0550,0.0089,0.0469,2,0.1410,0.3270,0.5320,2,1,1,2,0
OXY,2016-07-18,213.3800,72.4300,301.0305,0.0243,0.0143,-0.0225,0,0.0551,0.8395,0.1054,1,0,2,2,2
PAYX,2016-07-18,103.2400,58.3700,176.2945,0.1131,0.0171,-0.0031,1,0.0430,0.8136,0.1433,1,2,0,2,2
PBCT,2016-07-18,44.3200,14.4400,69.8680,0.0098,0.0263,0.0235,1,0.0368,0.6961,0.2671,1,0,2,1,2
PCAR,2016-07-18,132.1100,53.0100,145.5860,0.0032,0.0273,0.0832,2,0.0117,0.8098,0.1785,1,0,2,1,0
PCG,2016-07-18,186.4400,62.0500,209.7675,0.0318,0.0095,-0.0166,0,0.5165,0.0864,0.3971,0,1,1,2,2
PCLN,2016-07-18,402.7400,1341.3600,1021.7030,0.0245,0.0310,0.0431,2,0.7276,0.1623,0.1101,0,0,2,0,0
PDCO,2016-07-18,32.7000,48.1300,46.7500,0.0539,0.0146,-0.0744,0,0.1047,0.4273,0.4680,2,1,1,2,0
PEG,2016-07-18,76.3400,43.7500,137.1995,0.0244,0.0115,-0.0542,0,0.2189,0.5691,0.2120,1,0,2,0,2
PEP,2016-07-18,402.8400,105.4400,570.3855,0.0561,0.0099,-0.0046,1,0.0688,0.8761,0.0551,1,1,1,2,0
PFE,2016-07-18,619.7300,34.6200,819.8245,0.0708,0.0090,-0.0338,0,0.6312,0.2636,0.1052,0,2,0,1,2
PFG,2016-07-18,55.6000,42.5800,75.4270,0.0441,0.0319,0.0658,2,0.0419,0.3413,0.6168,2,1,1,1,0
PG,2016-07-18,410.9000,82.0300,693.2650,0.0336,0.0090,0.0207,1,0.1965,0.6583,0.1452,1,1,1,0,2
PGR,2016-07-18,76.7700,32.2500,94.9515,0.0327,0.0127,0.0310,1,0.4505,0.1938,0.3558,0,1,1,0,0
PH,2016-07-18,64.4300,110.1400,146.1460,0.0081,0.0249,0.0975,2,0.0653,0.3896,0.5451,2,0,2,1,0
PHM,2016-07-18,42.1100,20.0500,84.9905,0.0745,0.0174,0.0469,2,0.0214,0.8643,0.1142,1,2,0,1,0
PKG,2016-07-18,60.7900,71.2500,73.3265,0.1205,0.0236,0.0313,1,0.3054,0.6012,0.0934,1,2,0,0,0
PKI,2016-07-18,24.4300,54.8500,32.8930,0.0562,0.0165,-0.0111,1,0.3944,0.3367,0.2689,0,1,1,1,0
PLD,2016-07-18,183.4800,49.6200,198.8125,0.0353,0.0149,0.0494,2,0.0190,0.7993,0.1816,1,1,1,1,2
PNC,2016-07-18,186.6400,80.3400,295.9450,-0.0125,0.0212,0.0432,2,0.0831,0.7479,0.1690,1,0,2,1,2
PNR,2016-07-18,41.1600,60.9700,83.6130,0.0289,0.0211,0.0659,2,0.0728,0.6291,0.2981,1,0,2,2,2
PNW,2016-07-18,48.1000,76.0500,67.6925,0.0260,0.0107,-0.0345,0,0.4409,0.3000,0.2592,0,0,2,2,2
PPL,2016-07-18,129.0100,35.3900,224.0925,-0.0440,0.0161,-0.0509,0,0.3347,0.3928,0.2725,1,0,2,0,0
PRGO,2016-07-18,135.1300,91.5800,210.8050,-0.0568,0.0213,-0.0452,0,0.1635,0.2285,0.6080,2,0,2,0,0
PRU,2016-07-18,157.3400,72.6300,200.4090,0.0444,0.0288,0.0173,1,0.3041,0.5663,0.1296,1,1,1,0,0
PSA,2016-07-18,180.0800,240.0300,213.4205,0.0411,0.0121,-0.0882,0,0.3035,0.6367,0.0598,1,1,1,1,2
PVH,2016-07-18,64.8000,98.8600,114.8985,0.0045,0.0358,0.0604,2,0.0226,0.9077,0.0697,1,0,2,0,0
PWR,2016-07-18,40.8800,25.6800,51.3040,0.1064,0.0221,-0.0117,0,0.0742,0.8625,0.0633,1,2,0,0,2
PX,2016-07-18,68.7600,115.0500,137.1025,0.0585,0.0172,-0.0053,1,0.1523,0.7626,0.0851,1,2,0,1,2
PXD,2016-07-18,174.0200,156.7400,358.6535,0.0157,0.0196,0.1421,2,0.1030,0.8203,0.0767,1,0,2,0,2
QCOM,2016-07-18,510.6500,52.4100,451.1260,0.0337,0.0199,0.1278,2,0.2145,0.3374,0.4481,2,1,1,2,0
RCL,2016-07-18,110.1600,69.1700,177.9750,-0.0482,0.0319,0.0064,1,0.1963,0.3701,0.4336,2,0,2,0,2
RE,2016-07-18,45.1600,171.9600,56.0210,0.0134,0.0163,0.0697,2,0.0815,0.1773,0.7413,2,0,2,0,0
REG,2016-07-18,41.3000,78.4800,74.3830,0.0314,0.0126,-0.0094,1,0.1135,0.7919,0.0946,1,1,1,1,0
REGN,2016-07-18,291.3500,381.5400,334.2755,0.0772,0.0215,0.1083,2,0.5155,0.4161,0.0684,0,2,0,1,0
RF,2016-07-18,199.9500,8.9100,178.7620,0.0068,0.0350,0.0438,2,0.0819,0.4476,0.4705,2,0,2,2,2
RHI,2016-07-18,24.4100,38.7300,45.9320,0.0306,0.0294,-0.0591,0,0.0611,0.7734,0.1655,1,1,1,1,0
RHT,2016-07-18,87.3900,72.8000,155.5355,-0.0582,0.0216,0.0161,1,0.3318,0.5433,0.1249,1,0,2,2,0
RJF,2016-07-18,28.4000,52.4000,44.1325,0.0262,0.0295,0.0712,2,0.0270,0.8721,0.1010,1,0,2,1,2
RL,2016-07-18,88.2200,96.3200,117.1280,0.0425,0.0232,0.1009,2,0.3338,0.5751,0.0910,1,1,1,0,0
RMD,2016-07-18,60.1200,64.2600,59.7685,0.1290,0.0202,0.0716,2,0.0393,0.6836,0.2771,1,2,0,1,2
ROK,2016-07-18,42.7200,116.2000,107.8725,0.0225,0.0228,0.0022,1,0.3920,0.3448,0.2632,0,0,2,0,2
ROP,2016-07-18,62.6700,169.3300,93.7530,0.0199,0.0130,0.0181,1,0.2316,0.6383,0.1301,1,0,2,2,0
ROST,2016-07-18,128.7900,58.2600,150.0515,0.0867,0.0090,0.0724,2,0.3817,0.4449,0.1734,1,2,0,0,2
RRC,2016-07-18,75.1800,43.4000,138.6100,-0.0168,0.0275,-0.1014,0,0.0289,0.8685,0.1026,1,0,2,0,0
RSG,2016-07-18,41.6600,50.4600,74.9100,0.0648,0.0072,-0.0153,0,0.0392,0.8074,0.1534,1,2,0,2,0
RTN,2016-07-18,168.3600,134.6100,270.6945,0.0304,0.0077,0.0327,1,0.2315,0.4615,0.3070,1,1,1,2,2
SBAC,2016-07-18,68.0400,113.7600,131.8830,0.1410,0.0198,0.0178,1,0.1783,0.7125,0.1092,1,2,0,1,0
SBUX,2016-07-18,433.4300,55.4300,529.3560,0.0291,0.0147,-0.0260,0,0.1304,0.5987,0.2709,1,1,1,2,2
SCG,2016-07-18,40.1800,70.7000,74.6045,0.0345,0.0108,-0.0229,0,0.5406,0.3141,0.1453,0,1,1,1,2
SCHW,2016-07-18,258.3600,26.7700,372.7980,-0.0453,0.0387,0.1177,2,0.5611,0.1383,0.3006,0,0,2,1,2
SEE,2016-07-18,43.7000,48.2500,71.4920,0.0482,0.0198,-0.0408,0,0.1754,0.1068,0.7177,2,1,1,2,0
SHW,2016-07-18,125.5400,302.9800,200.5705,0.0657,0.0112,-0.0355,0,0.2430,0.6679,0.0890,1,2,0,1,2
SIG,2016-07-18,134.3900,90.1100,157.5100,0.0867,0.0234,0.0074,1,0.0824,0.2709,0.6466,2,2,0,0,2
SJM,2016-07-18,114.0700,147.3600,165.5575,0.0554,0.0080,0.0004,1,0.4557,0.0163,0.5280,2,1,1,0,2
SLB,2016-07-18,345.3900,76.4800,416.3130,0.0285,0.0155,0.0293,1,0.1162,0.6146,0.2693,1,0,2,1,2
SLG,2016-07-18,65.8100,106.3400,77.9910,0.1069,0.0209,0.0812,2,0.0873,0.8759,0.0368,1,2,0,2,0
SNA,2016-07-18,78.1500,157.9000,78.6165,0.0545,0.0152,-0.0476,0,0.7453,0.1356,0.1191,0,1,1,0,2
SNPS,2016-07-18,61.7500,54.3100,52.8965,0.0353,0.0123,0.0322,1,0.0928,0.4011,0.5061,2,1,1,0,0
SO,2016-07-18,190.9900,50.0500,325.9645,0.0482,0.0100,-0.0294,0,0.0984,0.7813,0.1203,1,1,1,0,2
SPG,2016-07-18,188.7200,209.3100,278.5060,0.0796,0.0100,-0.0295,0,0.0347,0.8334,0.1319,1,2,0,2,2
SRCL,2016-07-18,55.5600,105.8600,66.0990,0.0432,0.0131,-0.1778,0,0.1539,0.2645,0.5816,2,1,1,1,0
SRE,2016-07-18,113.1700,108.5300,136.5220,0.0372,0.0095,-0.0624,0,0.0836,0.5572,0.3592,1,1,1,0,0
STI,2016-07-18,117.4400,42.2200,187.4515,0.0516,0.0280,-0.0298,0,0.5327,0.3369,0.1305,0,1,1,0,2
STT,2016-07-18,128.7200,56.2700,192.8010,0.0011,0.0316,0.2012,2,0.6878,0.2076,0.1046,0,0,2,1,2
STZ,2016-07-18,111.0600,160.9900,271.4960,0.0589,0.0137,0.0140,1,0.2086,0.7473,0.0441,1,2,0,2,2
SWK,2016-07-18,55.8000,114.6900,108.8960,0.0421,0.0204,0.0526,2,0.0768,0.7196,0.2036,1,1,1,2,0
SWKS,2016-07-18,134.0600,67.3500,166.6260,0.0738,0.0346,0.0160,1,0.3107,0.5354,0.1539,1,2,0,2,2
SYK,2016-07-18,210.0900,119.6800,185.8555,0.0668,0.0097,-0.0525,0,0.0478,0.6563,0.2959,1,2,0,0,0
SYMC,2016-07-18,136.8900,20.4500,195.1925,0.0412,0.0151,0.1002,2,0.0459,0.7315,0.2226,1,1,1,1,2
SYY,2016-07-18,85.1100,50.3500,220.4800,0.0498,0.0079,0.0042,1,0.4510,0.1919,0.3570,0,1,1,2,2
T,2016-07-18,528.8000,40.2900,1063.0580,0.0639,0.0080,0.0040,1,0.0216,0.9330,0.0454,1,2,0,0,0
TAP,2016-07-18,181.2600,97.0500,176.5050,-0.0120,0.0160,-0.0015,1,0.8309,0.1180,0.0511,0,0,2,1,0
TGT,2016-07-18,284.9400,70.5500,371.5115,0.0957,0.0079,0.0293,1,0.0281,0.3935,0.5784,2,2,0,2,2
TIF,2016-07-18,68.6400,60.1500,131.7450,0.0099,0.0210,0.0981,2,0.3917,0.3479,0.2605,0,0,2,1,0
TJX,2016-07-18,308.2500,77.8100,239.3410,0.0478,0.0130,0.0476,2,0.0267,0.7486,0.2247,1,1,1,0,2
TMK,2016-07-18,20.5800,61.8400,38.3045,0.0416,0.0181,-0.0039,1,0.0601,0.5023,0.4376,1,1,1,2,2
TMO,2016-07-18,172.5900,156.3200,242.9645,0.0739,0.0170,-0.0068,1,0.2840,0.5890,0.1270,1,2,0,1,2
TROW,2016-07-18,79.6200,71.8500,106.1010,0.0452,0.0198,-0.0799,0,0.0177,0.8319,0.1505,1,1,1,1,0
